"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YBR084W",5576.20958743483,-0.42903427775583,0.0479861263709515,-8.94079831406325,3.86368967130133e-19,1.14157719825209e-17
"YBR065C",230.669914903341,0.401939037027702,0.136625452939595,2.94190451617684,0.00326200490981071,0.010160134375018
"YBR245C",1843.87904967872,0.273346884945866,0.0589918483780207,4.6336382476822,3.59294624958351e-06,2.18174909275375e-05
"YBR059C",1641.35848691044,0.599703555390799,0.0770141857946247,7.78692326878636,6.86606203806169e-15,1.35244468910215e-13
"YBR285W",9.6020214444222,-2.77030191414234,0.711848580582008,-3.89170111412928,9.95438264136132e-05,0.000454426824157138
"YBR041W",1130.03922253538,0.266720033072271,0.0655601908064108,4.06832301418789,4.73527081630771e-05,0.000230163734574835
"YBR252W",407.721692552519,-0.281393046607121,0.0912510692616952,-3.08372327999934,0.00204427644813115,0.00677744015167427
"YBL082C",399.063605062064,0.40285668931197,0.0869265877894733,4.63444729117453,3.57892406110238e-06,2.17530412932908e-05
"YBL002W",1879.86202444374,-1.07721741518711,0.0935088696656722,-11.5199490597903,1.04672862225367e-30,6.18539080298418e-29
"YBL098W",229.411945285918,-1.51716976657303,0.114231862244806,-13.2814937685393,2.96421301530848e-40,2.70251535195696e-38
"YBR117C",134.37134845846,0.34215059762074,0.128408176134795,2.66455460952557,0.00770903486154637,0.0215690751803546
"YBR214W",250.706706364932,0.856665335726635,0.165996013004707,5.16075850389456,2.45951285968101e-07,1.80213674747236e-06
"YBR169C",701.96969434172,1.94234614342471,0.138859029216151,13.9878994861847,1.84789458618837e-44,1.9988581778058e-42
"YBL106C",492.992045256985,0.691049029693617,0.0791666537423399,8.72904180013397,2.56839293045705e-18,7.00490755648584e-17
"YBR237W",458.520021170594,0.372957984275215,0.0770856009726145,4.83823151885022,1.30999496852556e-06,8.57475680936423e-06
"YBR149W",1368.89752212293,0.645356006688455,0.0834560110800061,7.7328882406059,1.051335886875e-14,2.00287332239887e-13
"YBR147W",22.168616030819,-1.21970918946678,0.394977728681476,-3.08804547926903,0.00201477634613034,0.00668658483671547
"YBL064C",334.657422804175,0.421381762464913,0.114924027630614,3.66661150981678,0.000245785765720539,0.00103062073379007
"YBL007C",4891.06014088806,0.59927024858182,0.0916011762843649,6.54216761061514,6.06334907151631e-11,7.48477635868803e-10
"YBL091C",1633.46924659446,0.366003957417148,0.134574374500259,2.71971509268612,0.0065338185395302,0.0186705178344806
"YBR010W",2768.9227023265,-0.332868824300542,0.0858250164736043,-3.87845919497046,0.000105120154347877,0.000476475017789882
"YBR025C",6562.53669543383,-0.269317564288015,0.114440617531111,-2.35333896389365,0.0186056649067167,0.0449267322870472
"YBR040W",53.8078905471643,-5.11784879080761,0.718004305960883,-7.12788035993537,1.0192630941521e-12,1.57504529464376e-11
"YBR230C",120.498907843546,-0.396925321416269,0.160264659717003,-2.47668651415205,0.0132608318184295,0.0340155259908428
"YBL027W",14413.0065683989,-0.535271621920159,0.0847673677706337,-6.31459529766825,2.70869368456615e-10,3.08694340980378e-09
"YBR053C",493.509876813004,0.938343315083725,0.11046625204662,8.49438898938757,1.98976865653627e-17,4.97988375137822e-16
